order_id;customer_id;order_date;order_value;
O04760;C4760;18/08/2025;-62,1;
O04761;C4761;31/08/2025;-86,3;
O04762;C4762;13/09/2025;-107;
O04763;C4763;26/09/2025;-131,6;
O04764;C4764;09/10/2025;-152,7;
O04765;C4765;22/10/2025;-177,7;
O04766;C4766;04/11/2025;-199,2;
O04767;C4767;17/11/2025;-44,6;
O04768;C4768;30/11/2025;-66,5;
O04769;C4769;13/12/2025;-88,6;
O04770;C4770;26/12/2025;-110,9;
O04771;C4771;08/01/2026;-133,4;
O04772;C4772;21/01/2026;-156,1;
O04773;C4773;03/02/2026;-179;
O04774;C4774;17/02/2024;-22,1;
O04775;C4775;01/03/2024;-45,4;
O04776;C4776;14/03/2024;-68,9;
O04777;C4777;27/03/2024;-92,6;
O04778;C4778;09/04/2024;-116,5;
O04779;C4779;22/04/2024;-140,6;
O04780;C4780;05/05/2024;-161,2;
O04781;C4781;18/05/2024;-185,7;
O04782;C4782;31/05/2024;-26,7;
O04783;C4783;13/06/2024;-51,6;
O04784;C4784;26/06/2024;-73;
O04785;C4785;09/07/2024;-98,3;
O04786;C4786;22/07/2024;-120,1;
O04787;C4787;04/08/2024;-142,1;
O04788;C4788;17/08/2024;-164,3;
O04789;C4789;30/08/2024;-190,4;
O04790;C4790;12/09/2024;-33;
O04791;C4791;25/09/2024;-55,8;
O04792;C4792;08/10/2024;-78,8;
O04793;C4793;21/10/2024;-102;
O04794;C4794;03/11/2024;-125,4;
O04795;C4795;16/11/2024;-145,3;
O04796;C4796;29/11/2024;-169,1;
O04797;C4797;12/12/2024;-193,1;
O04798;C4798;25/12/2024;-37,3;
O04799;C4799;07/01/2025;-58;
O04800;C4800;20/01/2025;-82,6;
O04801;C4801;02/02/2025;-103,7;
O04802;C4802;15/02/2025;-128,7;
O04803;C4803;28/02/2025;-150,2;
O04804;C4804;13/03/2025;-175,6;
O04805;C4805;26/03/2025;-197,5;
O04806;C4806;08/04/2025;-39,6;
O04807;C4807;21/04/2025;-61,9;
O04808;C4808;04/05/2025;-84,4;
O04809;C4809;17/05/2025;-107,1;
O04810;C4810;30/05/2025;-130;
O04811;C4811;12/06/2025;-153,1;
O04812;C4812;25/06/2025;-176,4;
O04813;C4813;08/07/2025;-199,9;
O04814;C4814;21/07/2025;-43,6;
O04815;C4815;03/08/2025;-67,5;
O04816;C4816;16/08/2025;-91,6;
O04817;C4817;29/08/2025;-112,2;
O04818;C4818;11/09/2025;-136,7;
O04819;C4819;24/09/2025;-157,7;
O04820;C4820;07/10/2025;-182,6;
O04821;C4821;20/10/2025;-24;
O04822;C4822;02/11/2025;-49,3;
O04823;C4823;15/11/2025;-71,1;
O04824;C4824;28/11/2025;-93,1;
O04825;C4825;11/12/2025;-115,3;
O04826;C4826;24/12/2025;-141,4;
O04827;C4827;06/01/2026;-164;
O04828;C4828;19/01/2026;-186,8;
O04829;C4829;01/02/2026;-29,8;
O04830;C4830;15/02/2024;-53;
O04831;C4831;28/02/2024;-76,4;
O04832;C4832;12/03/2024;-96,3;
O04833;C4833;25/03/2024;-120,1;
O04834;C4834;07/04/2024;-144,1;
O04835;C4835;20/04/2024;-168,3;
O04836;C4836;03/05/2024;-189;
O04837;C4837;16/05/2024;-33,6;
O04838;C4838;29/05/2024;-54,7;
O04839;C4839;11/06/2024;-79,7;
O04840;C4840;24/06/2024;-101,2;
O04841;C4841;07/07/2024;-126,6;
O04842;C4842;20/07/2024;-148,5;
O04843;C4843;02/08/2024;-170,6;
O04844;C4844;15/08/2024;-192,9;
O04845;C4845;28/08/2024;-35,4;
O04846;C4846;10/09/2024;-58,1;
O04847;C4847;23/09/2024;-81;
O04848;C4848;06/10/2024;-104,1;
O04849;C4849;19/10/2024;-127,4;
O04850;C4850;01/11/2024;-150,9;
O04851;C4851;14/11/2024;-174,6;
O04852;C4852;27/11/2024;-198,5;
O04853;C4853;10/12/2024;-42,6;
O04854;C4854;23/12/2024;-63,2;
O04855;C4855;05/01/2025;-87,7;
O04856;C4856;18/01/2025;-108,7;
O04857;C4857;31/01/2025;-133,6;
O04858;C4858;13/02/2025;-155;
O04859;C4859;26/02/2025;-180,3;
O04860;C4860;11/03/2025;-22,1;
O04861;C4861;24/03/2025;-44,1;
O04862;C4862;06/04/2025;-66,3;
O04863;C4863;19/04/2025;-92,4;
O04864;C4864;02/05/2025;-115;
O04865;C4865;15/05/2025;-137,8;
O04866;C4866;28/05/2025;-160,8;
O04867;C4867;10/06/2025;-184;
O04868;C4868;23/06/2025;-27,4;
O04869;C4869;06/07/2025;-47,3;
O04870;C4870;19/07/2025;-71,1;
O04871;C4871;01/08/2025;-95,1;
O04872;C4872;14/08/2025;-119,3;
O04873;C4873;27/08/2025;-140;
O04874;C4874;09/09/2025;-164,6;
O04875;C4875;22/09/2025;-185,7;
O04876;C4876;05/10/2025;-30,7;
O04877;;18/10/2025;-52,2;
O04878;C4878;31/10/2025;-77,6;
O04879;C4879;13/11/2025;-99,5;
O04880;C4880;26/11/2025;-121,6;
O04881;C4881;09/12/2025;-143,9;
O04882;C4882;22/12/2025;-166,4;
O04883;C4883;04/01/2026;-189,1;
O04884;C4884;17/01/2026;-32;
O04885;C4885;30/01/2026;-55,1;
O04886;C4886;13/02/2024;-78,4;
O04887;C4887;26/02/2024;-101,9;
O04888;C4888;10/03/2024;-125,6;
O04889;C4889;23/03/2024;-149,5;
O04890;C4890;05/04/2024;-173,6;
O04891;C4891;18/04/2024;-194,2;
O04892;C4892;01/05/2024;-38,7;
O04893;C4893;14/05/2024;-59,7;
O04894;C4894;27/05/2024;-84,6;
O04895;C4895;09/06/2024;-106;
O04896;C4896;22/06/2024;-131,3;
O04897;C4897;05/07/2024;-153,1;
O04898;C4898;18/07/2024;-175,1;
O04899;C4899;31/07/2024;-197,3;
O04900;C4900;13/08/2024;-43,4;
O04901;C4901;26/08/2024;-66;
O04902;C4902;08/09/2024;-88,8;
O04903;C4903;21/09/2024;-111,8;
O04904;C4904;04/10/2024;-135;
O04905;C4905;17/10/2024;-158,4;
O04906;C4906;30/10/2024;-178,3;
O04907;C4907;12/11/2024;-22,1;
O04908;C4908;25/11/2024;-46,1;
O04909;C4909;08/12/2024;-70,3;
O04910;C4910;21/12/2024;-91;
O04911;C4911;03/01/2025;-115,6;
O04912;C4912;16/01/2025;-136,7;
O04913;C4913;29/01/2025;-161,7;
O04914;C4914;11/02/2025;-183,2;
O04915;C4915;24/02/2025;-28,6;
O04916;C4916;09/03/2025;-50,5;
O04917;C4917;22/03/2025;-72,6;
O04918;C4918;04/04/2025;-94,9;
O04919;C4919;17/04/2025;-117,4;
O04920;C4920;30/04/2025;-140,1;
O04921;C4921;13/05/2025;-163;
O04922;C4922;26/05/2025;-186,1;
O04923;C4923;08/06/2025;-29,4;
O04924;C4924;21/06/2025;-52,9;
O04925;C4925;04/07/2025;-76,6;
O04926;C4926;17/07/2025;-100,5;
O04927;C4927;30/07/2025;-124,6;
O04928;C4928;12/08/2025;-145,2;
O04929;C4929;25/08/2025;-169,7;
O04930;C4930;07/09/2025;-190,7;
O04931;C4931;20/09/2025;-35,6;
O04932;C4932;03/10/2025;-57;
O04933;C4933;16/10/2025;-82,3;
O04934;C4934;29/10/2025;-104,1;
O04935;C4935;11/11/2025;-126,1;
O04936;C4936;24/11/2025;-148,3;
O04937;C4937;07/12/2025;-174,4;
O04938;C4938;20/12/2025;-197;
O04939;C4939;02/01/2026;-39,8;
O04940;C4940;15/01/2026;-62,8;
O04941;C4941;28/01/2026;-86;
O04942;C4942;11/02/2024;-109,4;
O04943;C4943;24/02/2024;-129,3;
O04944;C4944;08/03/2024;-153,1;
O04945;C4945;21/03/2024;-177,1;
O04946;C4946;03/04/2024;-201,3;
O04947;C4947;16/04/2024;-42;
O04948;C4948;29/04/2024;-66,6;
O04949;C4949;12/05/2024;-87,7;
O04950;C4950;25/05/2024;-112,7;
O04951;C4951;07/06/2024;-134,2;
O04952;C4952;20/06/2024;-159,6;
O04953;C4953;03/07/2024;-181,5;
O04954;C4954;16/07/2024;-23,6;
O04955;C4955;29/07/2024;-45,9;
O04956;C4956;11/08/2024;-68,4;
O04957;C4957;24/08/2024;-91,1;
O04958;C4958;06/09/2024;-114;
O04959;C4959;19/09/2024;-137,1;
O04960;C4960;02/10/2024;-160,4;
O04961;C4961;15/10/2024;-183,9;
O04962;C4962;28/10/2024;-27,6;
O04963;C4963;10/11/2024;-51,5;
O04964;C4964;23/11/2024;-75,6;
O04965;C4965;06/12/2024;-96,2;
O04966;C4966;19/12/2024;-120,7;
O04967;C4967;01/01/2025;-141,7;
O04968;C4968;14/01/2025;-166,6;
O04969;C4969;27/01/2025;-188;
O04970;;09/02/2025;-33,3;
O04971;C4971;22/02/2025;-55,1;
O04972;C4972;07/03/2025;-77,1;
O04973;C4973;20/03/2025;-99,3;
O04974;C4974;02/04/2025;-125,4;
O04975;C4975;15/04/2025;-148;
O04976;C4976;28/04/2025;-170,8;
O04977;C4977;11/05/2025;-193,8;
O04978;C4978;24/05/2025;-37;
O04979;C4979;06/06/2025;-60,4;
O04980;C4980;19/06/2025;-80,3;
O04981;C4981;02/07/2025;-104,1;
O04982;C4982;15/07/2025;-128,1;
O04983;C4983;28/07/2025;-152,3;
O04984;C4984;10/08/2025;-173;
O04985;C4985;23/08/2025;-197,6;
O04986;C4986;05/09/2025;-38,7;
O04987;C4987;18/09/2025;-63,7;
O04988;C4988;01/10/2025;-85,2;
O04989;C4989;14/10/2025;-110,6;
O04990;C4990;27/10/2025;-132,5;
O04991;C4991;09/11/2025;-154,6;
O04992;C4992;22/11/2025;-176,9;
O04993;C4993;05/12/2025;-199,4;
O04994;C4994;18/12/2025;-42,1;
O04995;C4995;31/12/2025;-65;
O04996;C4996;13/01/2026;-88,1;
O04997;C4997;26/01/2026;-111,4;
O04998;C4998;09/02/2024;-134,9;
O04999;C4999;22/02/2024;-158,6;
O05000;C5000;06/03/2024;-182,5;
O05001;C0001;19/03/2024;-26,6;
O05002;C0002;01/04/2024;-47,2;
O05003;C0003;14/04/2024;-71,7;
O05004;C0004;27/04/2024;-92,7;
O05005;C0005;10/05/2024;-117,6;
O05006;C0006;23/05/2024;-139;
O05007;C0007;05/06/2024;-164,3;
O05008;C0008;18/06/2024;-186,1;
O05009;C0009;01/07/2024;-28,1;
O05010;C0010;14/07/2024;-50,3;
O05011;C0011;27/07/2024;-76,4;
O05012;C0012;09/08/2024;-99;
O05013;C0013;22/08/2024;-121,8;
O05014;C0014;04/09/2024;-144,8;
O05015;C0015;17/09/2024;-168;
O05016;C0016;30/09/2024;-191,4;
O05017;C0017;13/10/2024;-31,3;
O05018;C0018;26/10/2024;-55,1;
O05019;C0019;08/11/2024;-79,1;
O05020;C0020;21/11/2024;-103,3;
O05021;C0021;04/12/2024;-124;
O05022;C0022;17/12/2024;-148,6;
O05023;C0023;30/12/2024;-169,7;
O05024;C0024;12/01/2025;-194,7;
O05025;C0025;25/01/2025;-36,2;
O05026;C0026;07/02/2025;-61,6;
O05027;C0027;20/02/2025;-83,5;
O05028;C0028;05/03/2025;-105,6;
O05029;C0029;18/03/2025;-127,9;
O05030;C0030;31/03/2025;-150,4;
O05031;C0031;13/04/2025;-173,1;
O05032;C0032;26/04/2025;-196;
O05033;C0033;09/05/2025;-39,1;
O05034;C0034;22/05/2025;-62,4;
O05035;C0035;04/06/2025;-85,9;
O05036;C0036;17/06/2025;-109,6;
O05037;C0037;30/06/2025;-133,5;
O05038;C0038;13/07/2025;-157,6;
O05039;C0039;26/07/2025;-178,2;
O05040;C0040;08/08/2025;-22,7;
O05041;C0041;21/08/2025;-43,7;
O05042;C0042;03/09/2025;-68,6;
O05043;C0043;16/09/2025;-90;
O05044;C0044;29/09/2025;-115,3;
O05045;C0045;12/10/2025;-137,1;
O05046;C0046;25/10/2025;-159,1;
O05047;C0047;07/11/2025;-181,3;
O05048;C0048;20/11/2025;-27,4;
O05049;C0049;03/12/2025;-50;
O05050;C0050;16/12/2025;-72,8;
O05051;C0051;29/12/2025;-95,8;
O05052;C0052;11/01/2026;-119;
O05053;C0053;24/01/2026;-142,4;
O05054;C0054;07/02/2024;-162,3;
O05055;C0055;20/02/2024;-186,1;
O05056;C0056;04/03/2024;-30,1;
O05057;C0057;17/03/2024;-54,3;
O05058;C0058;30/03/2024;-75;
O05059;C0059;12/04/2024;-99,6;
O05060;C0060;25/04/2024;-120,7;
O05061;C0061;08/05/2024;-145,7;
O05062;C0062;21/05/2024;-167,2;
O05063;C0063;03/06/2024;-192,6;
O05064;C0064;16/06/2024;-34,5;
O05065;C0065;29/06/2024;-56,6;
O05066;C0066;12/07/2024;-78,9;
O05067;C0067;25/07/2024;-101,4;
O05068;C0068;07/08/2024;-124,1;
O05069;C0069;20/08/2024;-147;
O05070;C0070;02/09/2024;-170,1;
O05071;C0071;15/09/2024;-193,4;
O05072;C0072;28/09/2024;-36,9;
O05073;C0073;11/10/2024;-60,6;
O05074;C0074;24/10/2024;-84,5;
O05075;C0075;06/11/2024;-108,6;
O05076;C0076;19/11/2024;-129,2;
O05077;C0077;02/12/2024;-153,7;
O05078;C0078;15/12/2024;-174,7;
O05079;C0079;28/12/2024;-199,6;
O05080;C0080;10/01/2025;-41;
O05081;C0081;23/01/2025;-66,3;
O05082;C0082;05/02/2025;-88,1;
O05083;C0083;18/02/2025;-110,1;
O05084;C0084;03/03/2025;-132,3;
O05085;C0085;16/03/2025;-158,4;
O05086;C0086;29/03/2025;-181;
O05087;C0087;11/04/2025;-23,8;
O05088;C0088;24/04/2025;-46,8;
O05089;C0089;07/05/2025;-70;
O05090;C0090;20/05/2025;-93,4;
O05091;C0091;02/06/2025;-113,3;
O05092;C0092;15/06/2025;-137,1;
O05093;C0093;28/06/2025;-161,1;
O05094;C0094;11/07/2025;-185,3;
O05095;C0095;24/07/2025;-26;
O05096;C0096;06/08/2025;-50,6;
O05097;C0097;19/08/2025;-71,7;
O05098;C0098;01/09/2025;-96,7;
O05099;C0099;14/09/2025;-118,2;
O05100;C0100;27/09/2025;-143,6;
O05101;C0101;10/10/2025;-165,5;
O05102;C0102;23/10/2025;-187,6;
O05103;C0103;05/11/2025;-29,9;
O05104;C0104;18/11/2025;-52,4;
O05105;C0105;01/12/2025;-75,1;
O05106;C0106;14/12/2025;-98;
O05107;C0107;27/12/2025;-121,1;
O05108;C0108;09/01/2026;-144,4;
O05109;C0109;22/01/2026;-167,9;
O05110;C0110;05/02/2024;-191,6;
O05111;C0111;18/02/2024;-35,5;
O05112;C0112;02/03/2024;-59,6;
O05113;C0113;15/03/2024;-80,2;
O05114;C0114;28/03/2024;-104,7;
O05115;C0115;10/04/2024;-125,7;
O05116;C0116;23/04/2024;-150,6;
O05117;C0117;06/05/2024;-172;
O05118;C0118;19/05/2024;-197,3;
O05119;C0119;01/06/2024;-39,1;
O05120;C0120;14/06/2024;-61,1;
O05121;C0121;27/06/2024;-83,3;
O05122;C0122;10/07/2024;-109,4;
O05123;C0123;23/07/2024;-132;
O05124;C0124;05/08/2024;-154,8;
O05125;C0125;18/08/2024;-177,8;
O05126;C0126;31/08/2024;-201;
O05127;C0127;13/09/2024;-44,4;
O05128;C0128;26/09/2024;-64,3;
O05129;C0129;09/10/2024;-88,1;
O05130;C0130;22/10/2024;-112,1;
O05131;C0131;04/11/2024;-136,3;
O05132;C0132;17/11/2024;-157;
O05133;C0133;30/11/2024;-181,6;
O05134;C0134;13/12/2024;-22,7;
O05135;C0135;26/12/2024;-47,7;
O05136;C0136;08/01/2025;-69,2;
O05137;C0137;21/01/2025;-94,6;
O05138;C0138;03/02/2025;-116,5;
O05139;C0139;16/02/2025;-138,6;
O05140;C0140;01/03/2025;-160,9;
O05141;C0141;14/03/2025;-183,4;
O05142;C0142;27/03/2025;-26,1;
O05143;C0143;09/04/2025;-49;
O05144;C0144;22/04/2025;-72,1;
O05145;C0145;05/05/2025;-95,4;
O05146;C0146;18/05/2025;-118,9;
O05147;C0147;31/05/2025;-142,6;
O05148;C0148;13/06/2025;-166,5;
O05149;C0149;26/06/2025;-190,6;
O05150;C0150;09/07/2025;-31,2;
O05151;C0151;22/07/2025;-55,7;
O05152;C0152;04/08/2025;-76,7;
O05153;C0153;17/08/2025;-101,6;
O05154;C0154;30/08/2025;-123;
O05155;C0155;12/09/2025;-148,3;
O05156;C0156;25/09/2025;-170,1;
O05157;C0157;08/10/2025;-192,1;
O05158;C0158;21/10/2025;-34,3;
O05159;C0159;03/11/2025;-60,4;
O05160;C0160;16/11/2025;-83;
O05161;C0161;29/11/2025;-105,8;
O05162;C0162;12/12/2025;-128,8;
O05163;C0163;25/12/2025;-152;
O05164;C0164;07/01/2026;-175,4;
O05165;C0165;20/01/2026;-195,3;
O05166;C0166;02/02/2026;-39,1;
O05167;C0167;16/02/2024;-63,1;
O05168;C0168;29/02/2024;-87,3;
O05169;C0169;13/03/2024;-108;
O05170;C0170;26/03/2024;-132,6;
O05171;C0171;08/04/2024;-153,7;
O05172;C0172;21/04/2024;-178,7;
O05173;C0173;04/05/2024;-200,2;
O05174;C0174;17/05/2024;-45,6;
O05175;C0175;30/05/2024;-67,5;
O05176;C0176;12/06/2024;-89,6;
O05177;C0177;25/06/2024;-111,9;
O05178;C0178;08/07/2024;-134,4;
O05179;C0179;21/07/2024;-157,1;
O05180;C0180;03/08/2024;-180;
O05181;C0181;16/08/2024;-23,1;
O05182;C0182;29/08/2024;-46,4;
O05183;C0183;11/09/2024;-69,9;
O05184;C0184;24/09/2024;-93,6;
O05185;C0185;07/10/2024;-117,5;
O05186;C0186;20/10/2024;-141,6;
O05187;C0187;02/11/2024;-162,2;
O05188;C0188;15/11/2024;-186,7;
O05189;C0189;28/11/2024;-27,7;
O05190;C0190;11/12/2024;-52,6;
O05191;C0191;24/12/2024;-74;
O05192;C0192;06/01/2025;-99,3;
O05193;C0193;19/01/2025;-121,1;
O05194;C0194;01/02/2025;-143,1;
O05195;C0195;14/02/2025;-165,3;
O05196;C0196;27/02/2025;-191,4;
O05197;C0197;12/03/2025;-34;
O05198;C0198;25/03/2025;-56,8;
O05199;C0199;07/04/2025;-79,8;
O05200;C0200;20/04/2025;-103;
O05201;C0201;03/05/2025;-126,4;
O05202;C0202;16/05/2025;-146,3;
O05203;C0203;29/05/2025;-170,1;
O05204;C0204;11/06/2025;-194,1;
O05205;C0205;24/06/2025;-38,3;
O05206;C0206;07/07/2025;-59;
O05207;C0207;20/07/2025;-83,6;
O05208;C0208;02/08/2025;-104,7;
O05209;C0209;15/08/2025;-129,7;
O05210;C0210;28/08/2025;-151,2;
O05211;C0211;10/09/2025;-176,6;
O05212;C0212;23/09/2025;-198,5;
O05213;C0213;06/10/2025;-40,6;
O05214;C0214;19/10/2025;-62,9;
O05215;C0215;01/11/2025;-85,4;
O05216;C0216;14/11/2025;-108,1;
O05217;C0217;27/11/2025;-131;
O05218;C0218;10/12/2025;-154,1;
O05219;C0219;23/12/2025;-177,4;
O05220;C0220;05/01/2026;-20,9;
O05221;C0221;18/01/2026;-44,6;
O05222;C0222;31/01/2026;-68,5;
O05223;C0223;14/02/2024;-92,6;
O05224;C0224;27/02/2024;-113,2;
O05225;C0225;11/03/2024;-137,7;
O05226;C0226;24/03/2024;-158,7;
O05227;C0227;06/04/2024;-183,6;
O05228;C0228;19/04/2024;-25;
O05229;C0229;02/05/2024;-50,3;
O05230;C0230;15/05/2024;-72,1;
O05231;C0231;28/05/2024;-94,1;
O05232;C0232;10/06/2024;-116,3;
O05233;C0233;23/06/2024;-142,4;
O05234;C0234;06/07/2024;-165;
O05235;C0235;19/07/2024;-187,8;
O05236;C0236;01/08/2024;-30,8;
O05237;C0237;14/08/2024;-54;
O05238;C0238;27/08/2024;-77,4;
O05239;C0239;09/09/2024;-97,3;
O05240;C0240;22/09/2024;-121,1;
O05241;C0241;05/10/2024;-145,1;
O05242;C0242;18/10/2024;-169,3;
O05243;C0243;31/10/2024;-190;
O05244;C0244;13/11/2024;-34,6;
O05245;C0245;26/11/2024;-55,7;
O05246;C0246;09/12/2024;-80,7;
O05247;C0247;22/12/2024;-102,2;
O05248;C0248;04/01/2025;-127,6;
O05249;C0249;17/01/2025;-149,5;
O05250;C0250;30/01/2025;-171,6;
O05251;C0251;12/02/2025;-193,9;
O05252;C0252;25/02/2025;-36,4;
O05253;C0253;10/03/2025;-59,1;
O05254;C0254;23/03/2025;-82;
O05255;C0255;05/04/2025;-105,1;
O05256;C0256;18/04/2025;-128,4;
O05257;C0257;01/05/2025;-151,9;
O05258;C0258;14/05/2025;-175,6;
O05259;C0259;27/05/2025;-199,5;
O05260;C0260;09/06/2025;-43,6;
O05261;C0261;22/06/2025;-64,2;
O05262;C0262;05/07/2025;-88,7;
O05263;C0263;18/07/2025;-109,7;
O05264;C0264;31/07/2025;-134,6;
O05265;C0265;13/08/2025;-156;
O05266;C0266;26/08/2025;-181,3;
O05267;C0267;08/09/2025;-23,1;
O05268;C0268;21/09/2025;-45,1;
O05269;C0269;04/10/2025;-67,3;
O05270;C0270;17/10/2025;-93,4;
O05271;C0271;30/10/2025;-116;
O05272;C0272;12/11/2025;-138,8;
O05273;C0273;25/11/2025;-161,8;
O05274;C0274;08/12/2025;-185;
O05275;C0275;21/12/2025;-28,4;
O05276;C0276;03/01/2026;-48,3;
O05277;C0277;16/01/2026;-72,1;
O05278;C0278;29/01/2026;-96,1;
O05279;C0279;12/02/2024;-120,3;
O05280;C0280;25/02/2024;-141;
O05281;C0281;09/03/2024;-165,6;
O05282;C0282;22/03/2024;-186,7;
O05283;C0283;04/04/2024;-31,7;
O05284;C0284;17/04/2024;-53,2;
O05285;C0285;30/04/2024;-78,6;
O05286;C0286;13/05/2024;-100,5;
O05287;C0287;26/05/2024;-122,6;
O05288;C0288;08/06/2024;-144,9;
O05289;C0289;21/06/2024;-167,4;
O05290;C0290;04/07/2024;-190,1;
O05291;C0291;17/07/2024;-33;
O05292;C0292;30/07/2024;-56,1;
O05293;C0293;12/08/2024;-79,4;
O05294;C0294;25/08/2024;-102,9;
O05295;C0295;07/09/2024;-126,6;
O05296;C0296;20/09/2024;-150,5;
O05297;C0297;03/10/2024;-174,6;
O05298;C0298;16/10/2024;-195,2;
O05299;C0299;29/10/2024;-39,7;
O05300;C0300;11/11/2024;-60,7;
O05301;C0301;24/11/2024;-85,6;
O05302;C0302;07/12/2024;-107;
O05303;C0303;20/12/2024;-132,3;
O05304;C0304;02/01/2025;-154,1;
O05305;C0305;15/01/2025;-176,1;
O05306;;28/01/2025;-198,3;
O05307;C0307;10/02/2025;-44,4;
O05308;C0308;23/02/2025;-67;
O05309;C0309;08/03/2025;-89,8;
O05310;C0310;21/03/2025;-112,8;
O05311;C0311;03/04/2025;-136;
O05312;C0312;16/04/2025;-159,4;
O05313;C0313;29/04/2025;-179,3;
O05314;C0314;12/05/2025;-23,1;
O05315;C0315;25/05/2025;-47,1;
O05316;C0316;07/06/2025;-71,3;
O05317;C0317;20/06/2025;-92;
O05318;C0318;03/07/2025;-116,6;
O05319;C0319;16/07/2025;-137,7;
O05320;C0320;29/07/2025;-162,7;
O05321;C0321;11/08/2025;-184,2;
O05322;C0322;24/08/2025;-29,6;
O05323;C0323;06/09/2025;-51,5;
O05324;C0324;19/09/2025;-73,6;
O05325;C0325;02/10/2025;-95,9;
O05326;C0326;15/10/2025;-118,4;
O05327;C0327;28/10/2025;-141,1;
O05328;C0328;10/11/2025;-164;
O05329;C0329;23/11/2025;-187,1;
O05330;C0330;06/12/2025;-30,4;
O05331;C0331;19/12/2025;-53,9;
O05332;C0332;01/01/2026;-77,6;
O05333;C0333;14/01/2026;-101,5;
O05334;C0334;27/01/2026;-125,6;
O05335;C0335;10/02/2024;-146,2;
O05336;C0336;23/02/2024;-170,7;
O05337;C0337;07/03/2024;-191,7;
O05338;C0338;20/03/2024;-36,6;
O05339;C0339;02/04/2024;-58;
O05340;C0340;15/04/2024;-83,3;
O05341;C0341;28/04/2024;-105,1;
O05342;C0342;11/05/2024;-127,1;
O05343;C0343;24/05/2024;-149,3;
O05344;C0344;06/06/2024;-175,4;
O05345;C0345;19/06/2024;-198;
O05346;C0346;02/07/2024;-40,8;
O05347;C0347;15/07/2024;-63,8;
O05348;C0348;28/07/2024;-87;
O05349;C0349;10/08/2024;-110,4;
O05350;C0350;23/08/2024;-130,3;
O05351;C0351;05/09/2024;-154,1;
O05352;C0352;18/09/2024;-178,1;
O05353;C0353;01/10/2024;-202,3;
O05354;C0354;14/10/2024;-43;
O05355;C0355;27/10/2024;-67,6;
O05356;C0356;09/11/2024;-88,7;
O05357;C0357;22/11/2024;-113,7;
O05358;C0358;05/12/2024;-135,2;
O05359;C0359;18/12/2024;-160,6;
O05360;C0360;31/12/2024;-182,5;
O05361;C0361;13/01/2025;-24,6;
O05362;C0362;26/01/2025;-46,9;
O05363;C0363;08/02/2025;-69,4;
O05364;C0364;21/02/2025;-92,1;
O05365;C0365;06/03/2025;-115;
O05366;C0366;19/03/2025;-138,1;
O05367;C0367;01/04/2025;-161,4;
O05368;C0368;14/04/2025;-184,9;
O05369;C0369;27/04/2025;-28,6;
O05370;C0370;10/05/2025;-52,5;
O05371;C0371;23/05/2025;-76,6;
O05372;C0372;05/06/2025;-97,2;
O05373;C0373;18/06/2025;-121,7;
O05374;C0374;01/07/2025;-142,7;
O05375;C0375;14/07/2025;-167,6;
O05376;C0376;27/07/2025;-189;
O05377;C0377;09/08/2025;-34,3;
O05378;C0378;22/08/2025;-56,1;
O05379;C0379;04/09/2025;-78,1;
O05380;C0380;17/09/2025;-100,3;
O05381;C0381;30/09/2025;-126,4;
O05382;C0382;13/10/2025;-149;
O05383;C0383;26/10/2025;-171,8;
O05384;C0384;08/11/2025;-194,8;
O05385;C0385;21/11/2025;-38;
O05386;C0386;04/12/2025;-61,4;
O05387;C0387;17/12/2025;-81,3;
O05388;C0388;30/12/2025;-105,1;
O05389;C0389;12/01/2026;-129,1;
O05390;C0390;25/01/2026;-153,3;
O05391;C0391;08/02/2024;-174;
O05392;C0392;21/02/2024;-198,6;
O05393;C0393;05/03/2024;-39,7;
O05394;C0394;18/03/2024;-64,7;
O05395;C0395;31/03/2024;-86,2;
O05396;C0396;13/04/2024;-111,6;
O05397;C0397;26/04/2024;-133,5;
O05398;C0398;09/05/2024;-155,6;
O05399;C0399;22/05/2024;-177,9;
O05400;C0400;04/06/2024;-20,4;
O05401;C0401;17/06/2024;-43,1;
O05402;C0402;30/06/2024;-66;
O05403;C0403;13/07/2024;-89,1;
O05404;C0404;26/07/2024;-112,4;
O05405;C0405;08/08/2024;-135,9;
O05406;C0406;21/08/2024;-159,6;
O05407;C0407;03/09/2024;-183,5;
O05408;C0408;16/09/2024;-27,6;
O05409;C0409;29/09/2024;-48,2;
O05410;C0410;12/10/2024;-72,7;
O05411;C0411;25/10/2024;-93,7;
O05412;C0412;07/11/2024;-118,6;
O05413;C0413;20/11/2024;-140;
O05414;;03/12/2024;-165,3;
O05415;C0415;16/12/2024;-187,1;
O05416;C0416;29/12/2024;-29,1;
O05417;C0417;11/01/2025;-51,3;
O05418;C0418;24/01/2025;-77,4;
O05419;C0419;06/02/2025;-100;
O05420;C0420;19/02/2025;-122,8;
O05421;C0421;04/03/2025;-145,8;
O05422;C0422;17/03/2025;-169;
O05423;C0423;30/03/2025;-192,4;
O05424;C0424;12/04/2025;-32,3;
O05425;C0425;25/04/2025;-56,1;
O05426;C0426;08/05/2025;-80,1;
O05427;C0427;21/05/2025;-104,3;
O05428;C0428;03/06/2025;-125;
O05429;C0429;16/06/2025;-149,6;
O05430;C0430;29/06/2025;-170,7;
O05431;C0431;12/07/2025;-195,7;
O05432;C0432;25/07/2025;-37,2;
O05433;C0433;07/08/2025;-62,6;
O05434;C0434;20/08/2025;-84,5;
