order_id,customer_id,order_date,net_revenue,margin_pct,location,channel,order_hour,order_day_of_week_monday_first,order_day_name
O0030352,C04492,2024-11-07,319.1,0.408,Taipei,referral,14,4,Thursday
O0030353,C03736,2024-11-07,259.94,0.262,Hcmc,email,13,4,Thursday
O0030354,C00470,2024-11-07,229.65,0.338,Danang,paid_search,20,4,Thursday
O0030355,C03887,2024-11-07,264.64,0.338,Hcmc,email,22,4,Thursday
O0030356,C02816,2024-11-07,252.25,0.424,Taipei,organic,23,4,Thursday
O0030357,C03862,2024-11-07,215.62,0.3,Taipei,email,20,4,Thursday
O0030358,C04057,2024-11-07,287.72,0.45,Hcmc,email,15,4,Thursday
O0030359,C02321,2024-11-07,313.8,0.283,Taipei,social,20,4,Thursday
O0030360,C02567,2024-11-07,213.7,0.449,Danang,organic,21,4,Thursday
O0030361,C03825,2024-11-07,169.16,0.45,Hcmc,email,20,4,Thursday
O0030362,C02246,2024-11-07,258.46,0.341,Hcmc,social,20,4,Thursday
O0030363,C04698,2024-11-07,340.74,0.29,Hcmc,referral,14,4,Thursday
O0030364,C02115,2024-11-07,234.02,0.418,Hcmc,social,14,4,Thursday
O0030365,C01979,2024-11-07,262.18,0.379,Hanoi,social,22,4,Thursday
O0030366,C04171,2024-11-07,366.76,0.45,Hcmc,email,10,4,Thursday
O0030367,C03106,2024-11-07,168.57,0.344,Hanoi,organic,21,4,Thursday
O0030368,C04039,2024-11-07,248.61,0.434,Hanoi,email,15,4,Thursday
O0030369,C00972,2024-11-07,276.17,0.45,Hanoi,paid_search,20,4,Thursday
O0030370,C03542,2024-11-07,257.92,0.283,Danang,email,21,4,Thursday
O0030371,C01885,2024-11-07,168.66,0.321,Danang,social,16,4,Thursday
O0030372,C03507,2024-11-07,303.52,0.449,Hcmc,email,21,4,Thursday
O0030373,C04654,2024-11-07,369.83,0.39,Hcmc,referral,15,4,Thursday
O0030374,C00564,2024-11-07,252.45,0.268,Taipei,paid_search,21,4,Thursday
O0030375,C02756,2024-11-07,256.79,0.424,Hanoi,organic,20,4,Thursday
O0030376,C03958,2024-11-07,252.73,0.406,Hcmc,email,13,4,Thursday
O0030377,C04701,2024-11-07,411.55,0.25,Hcmc,referral,15,4,Thursday
O0030378,C01039,2024-11-07,329.05,0.384,Hcmc,paid_search,20,4,Thursday
O0030379,C00107,2024-11-07,564.1,0.297,Hcmc,paid_search,13,4,Thursday
O0030380,C00391,2024-11-07,295.19,0.354,Hcmc,paid_search,13,4,Thursday
O0030381,C02163,2024-11-08,331.86,0.45,Hcmc,social,13,5,Friday
O0030382,C00289,2024-11-08,366.98,0.266,Hanoi,paid_search,14,5,Friday
O0030383,C01763,2024-11-08,395.72,0.332,Taipei,social,20,5,Friday
O0030384,C03360,2024-11-08,259.62,0.39,Hcmc,organic,20,5,Friday
O0030385,C03556,2024-11-08,225.22,0.301,Danang,email,21,5,Friday
O0030386,C04940,2024-11-08,322.84,0.414,Hcmc,referral,16,5,Friday
O0030387,C04888,2024-11-08,279.13,0.361,Hcmc,referral,21,5,Friday
O0030388,C00441,2024-11-08,384.58,0.335,Hanoi,paid_search,11,5,Friday
O0030389,C02089,2024-11-08,181.78,0.367,Hcmc,social,21,5,Friday
O0030390,C00206,2024-11-08,331.2,0.361,Hcmc,paid_search,15,5,Friday
O0030391,C02702,2024-11-08,223.5,0.317,Hanoi,organic,16,5,Friday
O0030392,C02387,2024-11-08,144.13,0.294,Hcmc,social,21,5,Friday
O0030393,C00405,2024-11-08,414.57,0.306,Hcmc,paid_search,15,5,Friday
O0030394,C01666,2024-11-08,156.47,0.35,Hcmc,social,14,5,Friday
O0030395,C00389,2024-11-08,411.83,0.361,Hanoi,paid_search,21,5,Friday
O0030396,C00784,2024-11-08,207.66,0.373,Hcmc,paid_search,21,5,Friday
O0030397,C00173,2024-11-08,277.89,0.259,Hcmc,paid_search,20,5,Friday
O0030398,C01391,2024-11-08,239.93,0.45,Hcmc,social,20,5,Friday
O0030399,C00336,2024-11-08,188.12,0.45,Hcmc,paid_search,14,5,Friday
O0030400,C03543,2024-11-08,231.87,0.386,Taipei,email,22,5,Friday
O0030401,C02160,2024-11-08,385.37,0.294,Hcmc,social,20,5,Friday
O0030402,C04417,2024-11-08,345.54,0.383,Hcmc,referral,20,5,Friday
O0030403,C03282,2024-11-08,196.93,0.361,Hcmc,organic,20,5,Friday
O0030404,C01640,2024-11-08,224.24,0.345,Hcmc,social,21,5,Friday
O0030405,C00322,2024-11-08,281.3,0.359,Danang,paid_search,21,5,Friday
O0030406,C01526,2024-11-08,199.93,0.25,Hcmc,social,21,5,Friday
O0030407,C03986,2024-11-08,240.45,0.325,Hanoi,email,13,5,Friday
O0030408,C02455,2024-11-08,180.82,0.35,Hcmc,social,15,5,Friday
O0030409,C01602,2024-11-08,314.4,0.441,Hcmc,social,20,5,Friday
O0030410,C04801,2024-11-08,329.05,0.327,Hanoi,referral,21,5,Friday
O0030411,C03174,2024-11-08,225.8,0.378,Hanoi,organic,16,5,Friday
O0030412,C04202,2024-11-08,294.27,0.425,Hanoi,email,13,5,Friday
O0030413,C00833,2024-11-08,220.41,0.313,Danang,paid_search,16,5,Friday
O0030414,C01595,2024-11-08,178.18,0.417,Hcmc,social,21,5,Friday
O0030415,C03802,2024-11-08,258.98,0.303,Taipei,email,15,5,Friday
O0030416,C00399,2024-11-08,375.92,0.431,Hcmc,paid_search,23,5,Friday
O0030417,C02927,2024-11-08,325.44,0.25,Hanoi,organic,11,5,Friday
O0030418,C00254,2024-11-08,202.72,0.435,Hanoi,paid_search,18,5,Friday
O0030419,C00190,2024-11-08,255.9,0.271,Hanoi,paid_search,14,5,Friday
O0030420,C01209,2024-11-08,316.52,0.37,Danang,paid_search,14,5,Friday
O0030421,C00920,2024-11-08,422.27,0.413,Hanoi,paid_search,23,5,Friday
O0030422,C02050,2024-11-08,284.93,0.383,Hcmc,social,15,5,Friday
O0030423,C00115,2024-11-08,263.68,0.362,Hcmc,paid_search,20,5,Friday
O0030424,C04435,2024-11-08,189.97,0.317,Hanoi,referral,15,5,Friday
O0030425,C00565,2024-11-08,319.18,0.441,Hcmc,paid_search,21,5,Friday
O0030426,C04213,2024-11-08,228.28,0.25,Hcmc,email,15,5,Friday
O0030427,C02127,2024-11-08,260.9,0.438,Hcmc,social,13,5,Friday
O0030428,C00291,2024-11-08,298.26,0.287,Danang,paid_search,20,5,Friday
O0030429,C04500,2024-11-08,335.59,0.408,Taipei,referral,20,5,Friday
O0030430,C01918,2024-11-08,289.78,0.337,Hcmc,social,13,5,Friday
O0030431,C01608,2024-11-08,188.91,0.368,Hcmc,social,20,5,Friday
O0030432,C01204,2024-11-08,336.9,0.378,Hcmc,paid_search,21,5,Friday
O0030433,C01599,2024-11-08,223.18,0.323,Hanoi,social,15,5,Friday
O0030434,C01267,2024-11-08,273.63,0.336,Hanoi,social,21,5,Friday
O0030435,C01868,2024-11-08,307.76,0.376,Taipei,social,22,5,Friday
O0030436,C04698,2024-11-08,231.27,0.273,Hcmc,referral,20,5,Friday
O0030437,C00058,2024-11-08,326.63,0.45,Taipei,paid_search,22,5,Friday
O0030438,C03660,2024-11-08,359.62,0.376,Hcmc,email,21,5,Friday
O0030439,C03621,2024-11-08,466.05,0.367,Hcmc,email,21,5,Friday
O0030440,C02650,2024-11-08,240.43,0.342,Danang,organic,14,5,Friday
O0030441,C02224,2024-11-08,469.57,0.45,Hcmc,social,21,5,Friday
O0030442,C04267,2024-11-08,318.12,0.259,Hcmc,email,15,5,Friday
O0030443,C00289,2024-11-08,316.72,0.25,Hanoi,paid_search,14,5,Friday
O0030444,C01163,2024-11-08,277.89,0.369,Hcmc,paid_search,22,5,Friday
O0030445,C00395,2024-11-08,313.83,0.283,Hcmc,paid_search,21,5,Friday
O0030446,C04535,2024-11-08,214.33,0.45,Hanoi,referral,22,5,Friday
O0030447,C03705,2024-11-08,384.46,0.345,Hanoi,email,20,5,Friday
O0030448,C04563,2024-11-08,302.85,0.287,Hcmc,referral,20,5,Friday
O0030449,C04803,2024-11-08,239.77,0.32,Hcmc,referral,20,5,Friday
O0030450,C04885,2024-11-08,226.57,0.3,Taipei,referral,15,5,Friday
O0030451,C00322,2024-11-08,240.04,0.25,Danang,paid_search,20,5,Friday
O0030452,C01545,2024-11-08,163.01,0.408,Danang,social,22,5,Friday
O0030453,C03393,2024-11-08,235.72,0.267,Hcmc,organic,20,5,Friday
O0030454,C01894,2024-11-08,340.67,0.25,Hcmc,social,22,5,Friday
O0030455,C02825,2024-11-08,258.23,0.347,Hcmc,organic,13,5,Friday
O0030456,C00553,2024-11-08,230.3,0.25,Hcmc,paid_search,21,5,Friday
O0030457,C03651,2024-11-08,254.37,0.45,Hcmc,email,14,5,Friday
O0030458,C03193,2024-11-08,284.78,0.297,Taipei,organic,22,5,Friday
O0030459,C02071,2024-11-08,300.38,0.4,Hcmc,social,22,5,Friday
O0030460,C01725,2024-11-08,282.25,0.45,Hanoi,social,15,5,Friday
O0030461,C04914,2024-11-08,259.31,0.287,Hcmc,referral,14,5,Friday
O0030462,C04003,2024-11-08,237.53,0.302,Hcmc,email,20,5,Friday
O0030463,C03756,2024-11-08,239.03,0.298,Hcmc,email,21,5,Friday
O0030464,C01641,2024-11-08,285.29,0.288,Hcmc,social,20,5,Friday
O0030465,C01418,2024-11-08,204.92,0.407,Hcmc,social,14,5,Friday
O0030466,C04117,2024-11-08,270.82,0.324,Hcmc,email,21,5,Friday
O0030467,C04891,2024-11-08,235.65,0.357,Danang,referral,22,5,Friday
O0030468,C01398,2024-11-08,299.88,0.25,Hcmc,social,14,5,Friday
O0030469,C02942,2024-11-08,195.42,0.25,Hcmc,organic,14,5,Friday
O0030470,C00005,2024-11-08,389.72,0.29,Hcmc,paid_search,21,5,Friday
O0030471,C03283,2024-11-08,194.33,0.312,Danang,organic,15,5,Friday
O0030472,C01665,2024-11-08,180.09,0.327,Hcmc,social,23,5,Friday
O0030473,C02547,2024-11-08,289.36,0.341,Hanoi,social,21,5,Friday
O0030474,C03084,2024-11-08,185.57,0.394,Hcmc,organic,15,5,Friday
O0030475,C00133,2024-11-08,230.35,0.289,Taipei,paid_search,15,5,Friday
O0030476,C03363,2024-11-08,226.62,0.275,Hcmc,organic,21,5,Friday
O0030477,C03922,2024-11-08,227.45,0.335,Hcmc,email,21,5,Friday
O0030478,C02548,2024-11-08,281.66,0.33,Hcmc,social,14,5,Friday
O0030479,C00417,2024-11-08,385.9,0.335,Hcmc,paid_search,16,5,Friday
O0030480,C01466,2024-11-08,226.38,0.35,Hcmc,social,20,5,Friday
O0030481,C02153,2024-11-08,335.58,0.282,Hcmc,social,22,5,Friday
O0030482,C02983,2024-11-08,283.66,0.417,Hcmc,organic,21,5,Friday
O0030483,C00254,2024-11-08,320.29,0.45,Hanoi,paid_search,13,5,Friday
O0030484,C04276,2024-11-08,303.85,0.281,Hcmc,email,21,5,Friday
O0030485,C01340,2024-11-08,352.56,0.318,Hanoi,social,23,5,Friday
O0030486,C03735,2024-11-08,179.42,0.311,Hanoi,email,21,5,Friday
O0030487,C04328,2024-11-08,251.2,0.45,Hcmc,referral,21,5,Friday
O0030488,C01203,2024-11-08,389.72,0.377,Hcmc,paid_search,13,5,Friday
O0030489,C00679,2024-11-09,382.79,0.348,Hcmc,paid_search,22,6,Saturday
O0030490,C00052,2024-11-09,319.56,0.325,Hanoi,paid_search,20,6,Saturday
O0030491,C01628,2024-11-09,211.88,0.267,Hanoi,social,14,6,Saturday
O0030492,C03177,2024-11-09,416.12,0.321,Hcmc,organic,14,6,Saturday
O0030493,C02889,2024-11-09,184.77,0.422,Taipei,organic,21,6,Saturday
O0030494,C00140,2024-11-09,285.12,0.4,Taipei,paid_search,21,6,Saturday
O0030495,C01187,2024-11-09,233.29,0.273,Hcmc,paid_search,21,6,Saturday
O0030496,C01440,2024-11-09,264.7,0.323,Hanoi,social,21,6,Saturday
O0030497,C00519,2024-11-09,234.32,0.258,Hcmc,paid_search,15,6,Saturday
O0030498,C02157,2024-11-09,202.56,0.45,Hcmc,social,20,6,Saturday
O0030499,C03120,2024-11-09,302.96,0.421,Hanoi,organic,14,6,Saturday
O0030500,C00849,2024-11-09,209.12,0.381,Taipei,paid_search,16,6,Saturday
O0030501,C03741,2024-11-09,324.11,0.443,Hcmc,email,20,6,Saturday
O0030502,C04214,2024-11-09,168.39,0.386,Taipei,email,22,6,Saturday
O0030503,C02044,2024-11-09,316.6,0.379,Taipei,social,20,6,Saturday
O0030504,C01870,2024-11-09,282.51,0.363,Hcmc,social,20,6,Saturday
O0030505,C03705,2024-11-09,373.04,0.319,Hanoi,email,20,6,Saturday
O0030506,C02032,2024-11-09,194.64,0.316,Hanoi,social,14,6,Saturday
O0030507,C01088,2024-11-09,192.49,0.284,Taipei,paid_search,20,6,Saturday
O0030508,C04880,2024-11-09,268.6,0.38,Hcmc,referral,13,6,Saturday
O0030509,C01232,2024-11-09,279.93,0.25,Taipei,paid_search,21,6,Saturday
O0030510,C00681,2024-11-09,287.16,0.378,Hcmc,paid_search,15,6,Saturday
O0030511,C02940,2024-11-09,240.89,0.287,Hcmc,organic,16,6,Saturday
O0030512,C02316,2024-11-09,197.67,0.378,Hcmc,social,14,6,Saturday
O0030513,C00801,2024-11-09,431.48,0.3,Hcmc,paid_search,20,6,Saturday
O0030514,C03324,2024-11-09,257.02,0.303,Taipei,organic,14,6,Saturday
O0030515,C01506,2024-11-09,346.91,0.368,Hcmc,social,21,6,Saturday
O0030516,C04854,2024-11-09,481.61,0.45,Hcmc,referral,21,6,Saturday
O0030517,C00563,2024-11-09,296.58,0.45,Danang,paid_search,20,6,Saturday
O0030518,C03863,2024-11-09,278.53,0.348,Danang,email,14,6,Saturday
O0030519,C01712,2024-11-09,238.32,0.45,Hcmc,social,16,6,Saturday
O0030520,C03489,2024-11-09,237.3,0.351,Hcmc,email,20,6,Saturday
O0030521,C03227,2024-11-09,229.54,0.253,Hcmc,organic,14,6,Saturday
O0030522,C01315,2024-11-09,170.16,0.388,Hcmc,social,14,6,Saturday
O0030523,C00852,2024-11-09,274.71,0.278,Danang,paid_search,15,6,Saturday
O0030524,C03027,2024-11-09,277.26,0.409,Hcmc,organic,21,6,Saturday
O0030525,C00030,2024-11-09,267.28,0.346,Hcmc,paid_search,20,6,Saturday
O0030526,C03427,2024-11-09,339.09,0.45,Taipei,organic,22,6,Saturday
O0030527,C03057,2024-11-09,327.94,0.433,Taipei,organic,20,6,Saturday
O0030528,C03528,2024-11-09,153.0,0.272,Hanoi,email,15,6,Saturday
O0030529,C02648,2024-11-09,385.76,0.25,Hcmc,organic,20,6,Saturday
O0030530,C04238,2024-11-09,236.0,0.316,Hanoi,email,22,6,Saturday
O0030531,C00160,2024-11-09,349.42,0.342,Taipei,paid_search,22,6,Saturday
O0030532,C04317,2024-11-09,208.56,0.331,Hanoi,referral,22,6,Saturday
O0030533,C01258,2024-11-09,330.69,0.265,Hcmc,paid_search,17,6,Saturday
O0030534,C04590,2024-11-09,307.48,0.389,Hcmc,referral,21,6,Saturday
O0030535,C02779,2024-11-09,259.38,0.25,Hcmc,organic,22,6,Saturday
O0030536,C02205,2024-11-09,145.44,0.3,Hanoi,social,20,6,Saturday
O0030537,C03575,2024-11-09,283.77,0.434,Hcmc,email,21,6,Saturday
O0030538,C03830,2024-11-09,224.38,0.36,Hcmc,email,23,6,Saturday
O0030539,C00609,2024-11-09,342.41,0.257,Hcmc,paid_search,21,6,Saturday
O0030540,C02230,2024-11-09,258.52,0.41,Hcmc,social,15,6,Saturday
O0030541,C02438,2024-11-09,416.01,0.355,Hanoi,social,13,6,Saturday
O0030542,C03853,2024-11-09,284.36,0.282,Danang,email,13,6,Saturday
O0030543,C00768,2024-11-09,344.67,0.354,Hcmc,paid_search,14,6,Saturday
O0030544,C02167,2024-11-09,211.82,0.4,Danang,social,15,6,Saturday
O0030545,C02204,2024-11-09,241.75,0.324,Taipei,social,22,6,Saturday
O0030546,C04596,2024-11-09,300.47,0.4,Taipei,referral,14,6,Saturday
O0030547,C00134,2024-11-09,346.45,0.373,Hcmc,paid_search,20,6,Saturday
O0030548,C03760,2024-11-09,182.29,0.45,Taipei,email,21,6,Saturday
O0030549,C03382,2024-11-09,208.83,0.438,Hanoi,organic,22,6,Saturday
O0030550,C02160,2024-11-09,285.4,0.25,Hcmc,social,15,6,Saturday
O0030551,C03290,2024-11-09,235.51,0.338,Hcmc,organic,20,6,Saturday
O0030552,C02204,2024-11-09,212.8,0.395,Taipei,social,20,6,Saturday
O0030553,C02443,2024-11-09,182.53,0.354,Hcmc,social,15,6,Saturday
O0030554,C01946,2024-11-09,472.35,0.358,Hanoi,social,22,6,Saturday
O0030555,C01943,2024-11-09,300.45,0.385,Hcmc,social,22,6,Saturday
O0030556,C04695,2024-11-09,254.51,0.42,Hanoi,referral,22,6,Saturday
O0030557,C00359,2024-11-09,260.38,0.394,Hcmc,paid_search,23,6,Saturday
O0030558,C02185,2024-11-09,179.73,0.337,Hcmc,social,20,6,Saturday
O0030559,C03703,2024-11-09,609.22,0.45,Hcmc,email,21,6,Saturday
O0030560,C00273,2024-11-09,433.93,0.305,Hanoi,paid_search,22,6,Saturday
O0030561,C03539,2024-11-09,332.58,0.29,Taipei,email,13,6,Saturday
O0030562,C01670,2024-11-09,358.83,0.332,Hcmc,social,22,6,Saturday
O0030563,C02561,2024-11-09,239.76,0.25,Taipei,organic,21,6,Saturday
O0030564,C01408,2024-11-09,163.61,0.45,Danang,social,21,6,Saturday
O0030565,C01400,2024-11-09,205.28,0.323,Hcmc,social,20,6,Saturday
O0030566,C02313,2024-11-09,323.13,0.421,Hcmc,social,22,6,Saturday
O0030567,C01271,2024-11-09,334.09,0.367,Hcmc,social,20,6,Saturday
O0030568,C01899,2024-11-09,170.85,0.434,Hcmc,social,15,6,Saturday
O0030569,C02283,2024-11-09,231.7,0.315,Hcmc,social,20,6,Saturday
O0030570,C01548,2024-11-09,287.94,0.299,Hanoi,social,22,6,Saturday
O0030571,C01817,2024-11-09,334.98,0.363,Hcmc,social,22,6,Saturday
O0030572,C03741,2024-11-09,289.12,0.293,Hcmc,email,14,6,Saturday
O0030573,C04470,2024-11-09,173.36,0.295,Hanoi,referral,14,6,Saturday
O0030574,C02137,2024-11-09,390.49,0.45,Hcmc,social,21,6,Saturday
O0030575,C02668,2024-11-09,261.39,0.45,Taipei,organic,13,6,Saturday
O0030576,C03089,2024-11-09,241.29,0.413,Hcmc,organic,15,6,Saturday
O0030577,C04878,2024-11-09,207.43,0.447,Hanoi,referral,16,6,Saturday
O0030578,C01250,2024-11-09,257.03,0.271,Hanoi,paid_search,15,6,Saturday
O0030579,C00663,2024-11-09,345.68,0.329,Hcmc,paid_search,13,6,Saturday
O0030580,C00417,2024-11-09,347.93,0.368,Hcmc,paid_search,20,6,Saturday
O0030581,C04950,2024-11-09,254.14,0.25,Hanoi,referral,15,6,Saturday
O0030582,C04171,2024-11-09,206.71,0.425,Hcmc,email,14,6,Saturday
O0030583,C00970,2024-11-09,616.53,0.344,Hcmc,paid_search,22,6,Saturday
O0030584,C01612,2024-11-09,205.33,0.411,Hcmc,social,22,6,Saturday
O0030585,C03677,2024-11-09,406.67,0.309,Hcmc,email,20,6,Saturday
O0030586,C04268,2024-11-09,199.55,0.376,Hanoi,email,20,6,Saturday
O0030587,C02782,2024-11-09,229.98,0.259,Hanoi,organic,20,6,Saturday
O0030588,C01318,2024-11-09,205.69,0.403,Hanoi,social,21,6,Saturday
O0030589,C03238,2024-11-10,441.76,0.369,Taipei,organic,21,7,Sunday
O0030590,C02718,2024-11-10,406.63,0.45,Hcmc,organic,20,7,Sunday
O0030591,C03193,2024-11-10,315.48,0.308,Taipei,organic,22,7,Sunday
O0030592,C03612,2024-11-10,254.15,0.33,Hcmc,email,20,7,Sunday
O0030593,C01248,2024-11-10,269.45,0.405,Danang,paid_search,20,7,Sunday
O0030594,C03539,2024-11-10,309.53,0.25,Taipei,email,20,7,Sunday
O0030595,C03015,2024-11-10,367.6,0.411,Hcmc,organic,15,7,Sunday
O0030596,C02948,2024-11-10,223.04,0.31,Danang,organic,22,7,Sunday
O0030597,C00036,2024-11-10,205.35,0.316,Hcmc,paid_search,10,7,Sunday
O0030598,C00370,2024-11-10,375.93,0.387,Taipei,paid_search,20,7,Sunday
O0030599,C03015,2024-11-10,229.56,0.352,Hcmc,organic,13,7,Sunday
O0030600,C03904,2024-11-10,305.56,0.303,Hanoi,email,22,7,Sunday
O0030601,C04364,2024-11-10,278.92,0.345,Hanoi,referral,21,7,Sunday
O0030602,C04286,2024-11-10,220.49,0.422,Hcmc,email,20,7,Sunday
O0030603,C01282,2024-11-10,344.13,0.32,Danang,social,22,7,Sunday
O0030604,C00690,2024-11-10,220.78,0.25,Hcmc,paid_search,13,7,Sunday
O0030605,C00170,2024-11-10,220.03,0.394,Hanoi,paid_search,20,7,Sunday
O0030606,C04450,2024-11-10,322.04,0.322,Hcmc,referral,14,7,Sunday
O0030607,C02389,2024-11-10,331.56,0.299,Hcmc,social,23,7,Sunday
O0030608,C00663,2024-11-10,236.47,0.45,Hcmc,paid_search,21,7,Sunday
O0030609,C01285,2024-11-10,250.51,0.396,Hcmc,social,21,7,Sunday
O0030610,C04884,2024-11-10,440.1,0.352,Taipei,referral,20,7,Sunday
O0030611,C02220,2024-11-10,490.64,0.402,Hcmc,social,20,7,Sunday
O0030612,C01279,2024-11-10,213.15,0.383,Hcmc,social,21,7,Sunday
O0030613,C01657,2024-11-10,414.6,0.355,Hcmc,social,21,7,Sunday
O0030614,C02963,2024-11-10,229.32,0.316,Taipei,organic,21,7,Sunday
O0030615,C02005,2024-11-10,192.49,0.25,Hcmc,social,21,7,Sunday
O0030616,C01123,2024-11-10,454.61,0.303,Hcmc,paid_search,20,7,Sunday
O0030617,C02667,2024-11-10,213.0,0.308,Taipei,organic,14,7,Sunday
O0030618,C01478,2024-11-10,200.78,0.3,Danang,social,20,7,Sunday
O0030619,C01201,2024-11-10,286.35,0.442,Hcmc,paid_search,15,7,Sunday
O0030620,C03894,2024-11-10,190.15,0.441,Danang,email,22,7,Sunday
O0030621,C02730,2024-11-10,331.42,0.293,Hcmc,organic,19,7,Sunday
O0030622,C00289,2024-11-10,177.3,0.44,Hanoi,paid_search,20,7,Sunday
O0030623,C01650,2024-11-10,249.57,0.37,Taipei,social,15,7,Sunday
O0030624,C02130,2024-11-10,218.03,0.393,Hcmc,social,20,7,Sunday
O0030625,C03944,2024-11-10,170.16,0.374,Hanoi,email,21,7,Sunday
O0030626,C04341,2024-11-10,324.66,0.447,Danang,referral,22,7,Sunday
O0030627,C00296,2024-11-10,392.43,0.352,Taipei,paid_search,22,7,Sunday
O0030628,C00028,2024-11-10,200.33,0.44,Danang,paid_search,13,7,Sunday
O0030629,C01466,2024-11-10,341.92,0.25,Hcmc,social,16,7,Sunday
O0030630,C02810,2024-11-10,260.62,0.45,Hcmc,organic,15,7,Sunday
O0030631,C01057,2024-11-10,427.57,0.432,Taipei,paid_search,20,7,Sunday
O0030632,C02032,2024-11-10,203.82,0.391,Hanoi,social,23,7,Sunday
O0030633,C04406,2024-11-10,179.76,0.357,Danang,referral,20,7,Sunday
O0030634,C03756,2024-11-10,429.65,0.375,Hcmc,email,13,7,Sunday
O0030635,C04313,2024-11-10,428.05,0.416,Hcmc,email,13,7,Sunday
O0030636,C02163,2024-11-10,249.52,0.45,Hcmc,social,21,7,Sunday
O0030637,C04048,2024-11-10,272.18,0.297,Hcmc,email,21,7,Sunday
O0030638,C01942,2024-11-10,208.99,0.45,Hcmc,social,22,7,Sunday
O0030639,C03819,2024-11-10,355.27,0.295,Hanoi,email,14,7,Sunday
O0030640,C01481,2024-11-10,244.57,0.267,Hcmc,social,20,7,Sunday
O0030641,C04234,2024-11-10,204.19,0.446,Hcmc,email,20,7,Sunday
O0030642,C03165,2024-11-10,276.39,0.308,Hcmc,organic,14,7,Sunday
O0030643,C02889,2024-11-10,338.93,0.33,Taipei,organic,21,7,Sunday
O0030644,C03360,2024-11-10,252.4,0.278,Hcmc,organic,21,7,Sunday
O0030645,C01188,2024-11-10,259.27,0.344,Hcmc,paid_search,21,7,Sunday
O0030646,C00254,2024-11-10,258.19,0.374,Hanoi,paid_search,20,7,Sunday
O0030647,C04718,2024-11-10,334.74,0.354,Hcmc,referral,20,7,Sunday
O0030648,C02444,2024-11-10,196.86,0.294,Hcmc,social,20,7,Sunday
O0030649,C02782,2024-11-10,231.71,0.25,Hanoi,organic,20,7,Sunday
O0030650,C00053,2024-11-10,287.66,0.424,Hanoi,paid_search,21,7,Sunday
O0030651,C02227,2024-11-10,228.46,0.412,Hcmc,social,21,7,Sunday
O0030652,C02089,2024-11-10,253.31,0.409,Hcmc,social,13,7,Sunday
O0030653,C04908,2024-11-10,306.67,0.353,Hcmc,referral,21,7,Sunday
O0030654,C03995,2024-11-10,236.81,0.338,Hanoi,email,15,7,Sunday
O0030655,C00005,2024-11-10,263.74,0.443,Hcmc,paid_search,21,7,Sunday
O0030656,C03030,2024-11-10,228.4,0.319,Taipei,organic,21,7,Sunday
O0030657,C03583,2024-11-10,344.19,0.422,Hcmc,email,13,7,Sunday
O0030658,C00997,2024-11-10,220.67,0.359,Hcmc,paid_search,22,7,Sunday
O0030659,C00719,2024-11-10,260.97,0.282,Hcmc,paid_search,23,7,Sunday
O0030660,C01314,2024-11-10,349.31,0.307,Hcmc,social,21,7,Sunday
O0030661,C02538,2024-11-10,227.4,0.396,Hcmc,social,22,7,Sunday
O0030662,C04335,2024-11-10,229.82,0.337,Hcmc,referral,16,7,Sunday
O0030663,C02034,2024-11-10,321.68,0.37,Taipei,social,15,7,Sunday
O0030664,C01694,2024-11-10,194.99,0.41,Danang,social,20,7,Sunday
O0030665,C01076,2024-11-10,282.15,0.29,Hcmc,paid_search,14,7,Sunday
O0030666,C04738,2024-11-10,303.18,0.389,Hanoi,referral,22,7,Sunday
O0030667,C01462,2024-11-10,201.05,0.363,Hcmc,social,22,7,Sunday
O0030668,C00280,2024-11-10,244.44,0.329,Hanoi,paid_search,20,7,Sunday
O0030669,C03628,2024-11-10,215.54,0.358,Danang,email,10,7,Sunday
O0030670,C02806,2024-11-10,243.97,0.352,Hcmc,organic,15,7,Sunday
O0030671,C01991,2024-11-10,216.79,0.45,Hcmc,social,13,7,Sunday
O0030672,C02791,2024-11-10,268.94,0.366,Hcmc,organic,21,7,Sunday
O0030673,C03082,2024-11-10,280.26,0.386,Danang,organic,21,7,Sunday
O0030674,C01250,2024-11-10,345.06,0.328,Hanoi,paid_search,14,7,Sunday
O0030675,C04065,2024-11-10,236.95,0.387,Hcmc,email,21,7,Sunday
O0030676,C03036,2024-11-10,351.94,0.404,Hcmc,organic,14,7,Sunday
O0030677,C01657,2024-11-10,294.24,0.415,Hcmc,social,20,7,Sunday
O0030678,C00814,2024-11-10,165.65,0.437,Hanoi,paid_search,14,7,Sunday
O0030679,C01174,2024-11-10,410.22,0.388,Hcmc,paid_search,20,7,Sunday
O0030680,C03804,2024-11-10,313.91,0.257,Hcmc,email,21,7,Sunday
O0030681,C00654,2024-11-10,248.57,0.375,Hcmc,paid_search,23,7,Sunday
O0030682,C04887,2024-11-10,328.78,0.441,Hcmc,referral,22,7,Sunday
O0030683,C00811,2024-11-10,349.32,0.286,Hcmc,paid_search,20,7,Sunday
O0030684,C02874,2024-11-10,208.44,0.25,Hanoi,organic,15,7,Sunday
O0030685,C02318,2024-11-10,209.47,0.359,Hcmc,social,16,7,Sunday
O0030686,C01629,2024-11-10,249.33,0.337,Hanoi,social,21,7,Sunday
O0030687,C01885,2024-11-10,188.8,0.338,Danang,social,13,7,Sunday
